time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452600000	4,14794	18,3528	4,78765	3,88021	0,452445	lidar	2289,59	4,26269	18,481	4,03876	18,4071	-3,88293	-3,19362
1477010452650000	3,91969	18,2035	4,94999	3,90154	0,465893	radar	6016,43	3,42434	18,8357	3,84606	18,2457	-3,82841	-3,26644
1477010452700000	3,68969	18,0472	4,99539	3,91111	0,454668	lidar	2176,27	3,45919	18,167	3,65611	18,0807	-3,77339	-3,33732
1477010452750000	3,57796	17,9006	4,84121	3,93275	0,444892	radar	5508,14	4,3011	17,9267	3,46891	17,9122	-3,71795	-3,40627
1477010452800000	3,36024	17,7362	4,8854	3,94288	0,434911	lidar	2067,05	3,12525	17,7493	3,28449	17,7402	-3,66215	-3,47331
1477010452850000	3,14197	17,5664	4,99297	3,9591	0,438063	radar	5674,1	2,65664	17,888	3,10287	17,565	-3,60609	-3,53844
1477010452900000	2,95707	17,4056	4,99612	3,97304	0,431989	lidar	2075,06	2,9449	17,8154	2,92405	17,3866	-3,54982	-3,60167
1477010452950000	2,84595	17,1819	5,03422	4,02173	0,462372	radar	5316,25	3,26647	17,0897	2,74805	17,2051	-3,49344	-3,66302
1477010453000000	2,66243	16,9947	5,05352	4,03761	0,456526	lidar	1899,35	2,55407	17,0853	2,57486	17,0205	-3,437	-3,72251
1477010453050000	2,50694	16,8408	4,91191	4,04183	0,429715	radar	5215,53	2,55039	16,8884	2,4045	16,833	-3,38059	-3,78014
1477010453100000	2,33463	16,6586	4,92474	4,05616	0,424016	lidar	1835,85	2,25371	16,8334	2,23695	16,6427	-3,32428	-3,83595
1477010453150000	2,1195	16,4597	4,91562	4,05543	0,397843	radar	5039,16	1,57735	16,0489	2,07221	16,4497	-3,26812	-3,88995
1477010453200000	1,96045	16,2581	4,92915	4,07376	0,396375	lidar	1673,58	1,88972	16,1054	1,91027	16,254	-3,21219	-3,94216
1477010453250000	1,79954	16,0946	4,86494	4,07824	0,378332	radar	5091,44	1,74362	16,2687	1,75112	16,0557	-3,15656	-3,99261
1477010453300000	1,61825	15,9104	4,89032	4,0853	0,368748	lidar	1659,89	1,44745	16,0853	1,59474	15,8549	-3,10129	-4,04132
1477010453350000	1,50491	15,6711	4,97311	4,12571	0,395089	radar	4919,63	1,6097	15,5526	1,44111	15,6517	-3,04644	-4,08832
1477010453400000	1,33846	15,4644	4,99859	4,13743	0,38844	lidar	1523,86	1,18395	15,4284	1,29021	15,4463	-2,99207	-4,13364
1477010453450000	1,1536	15,2864	4,99092	4,13599	0,369039	radar	4977,62	0,828993	15,528	1,14201	15,2386	-2,93825	-4,1773
1477010453500000	0,970541	15,0771	5,0311	4,14155	0,35833	lidar	1436,48	0,722706	15,0075	0,996486	15,0288	-2,88503	-4,21933
1477010453550000	0,845619	14,9131	4,9209	4,14761	0,341992	radar	4814,34	1,03147	15,2134	0,853604	14,8169	-2,83246	-4,25977
1477010453600000	0,719241	14,7045	4,91811	4,1657	0,342804	lidar	1379,73	0,737301	14,7047	0,71333	14,603	-2,78061	-4,29864
1477010453650000	0,622762	14,4512	4,99617	4,20372	0,366566	radar	4608,78	0,722177	14,2445	0,575628	14,3872	-2,72952	-4,33598
1477010453700000	0,462355	14,2331	5,02835	4,21092	0,357379	lidar	1284,18	0,253435	14,2029	0,440459	14,1696	-2,67925	-4,37181
1477010453750000	0,303841	13,9757	5,19565	4,23244	0,370379	radar	4689,5	-0,0328023	13,9604	0,307779	13,9502	-2,62984	-4,40617
1477010453800000	0,230694	13,7406	5,16421	4,26393	0,381073	lidar	1193,57	0,459172	13,6856	0,177545	13,7292	-2,58135	-4,43909
1477010453850000	0,11562	13,4985	5,23616	4,28743	0,390161	radar	4541,55	0,0524412	13,6377	0,0497099	13,5065	-2,53381	-4,47061
1477010453900000	-0,0224411	13,2614	5,25857	4,29753	0,382313	lidar	1123,54	-0,190344	13,2856	-0,0757753	13,2823	-2,48728	-4,50075
1477010453950000	-0,158257	13,0523	5,18355	4,29801	0,360848	radar	4404,55	-0,275043	13,1456	-0,198962	13,0566	-2,44179	-4,52955
1477010454000000	-0,212068	12,8194	5,14525	4,3295	0,372295	lidar	1064,28	0,0462308	12,9301	-0,319903	12,8295	-2,39739	-4,55704
1477010454050000	-0,37686	12,5909	5,09787	4,32011	0,341506	radar	4263,94	-0,684792	12,3563	-0,438654	12,6011	-2,35412	-4,58326
1477010454100000	-0,473027	12,3555	5,09799	4,33696	0,341321	lidar	974,307	-0,476482	12,3633	-0,555273	12,3714	-2,31202	-4,60823
1477010454150000	-0,639463	12,1616	5,06702	4,32371	0,3127	radar	4379,46	-0,972122	12,5207	-0,669818	12,1404	-2,27111	-4,63198
1477010454200000	-0,710713	11,9323	5,04727	4,34568	0,318187	lidar	924,639	-0,582624	12,0386	-0,78235	11,9083	-2,23144	-4,65456
1477010454250000	-0,887077	11,7005	5,07546	4,33266	0,291388	radar	4252,21	-1,26757	11,6495	-0,892931	11,6751	-2,19304	-4,67598
1477010454300000	-1,00797	11,461	5,09722	4,33897	0,284307	lidar	835,446	-1,17212	11,3988	-1,00163	11,4409	-2,15594	-4,69628
1477010454350000	-1,08474	11,2331	4,98656	4,34775	0,270245	radar	3960	-0,891441	10,959	-1,1085	11,2057	-2,12017	-4,71549
1477010454400000	-1,203	11,0007	5,0064	4,35181	0,262291	lidar	788,216	-1,39289	11,0424	-1,21362	10,9695	-2,08575	-4,73364
1477010454450000	-1,276	10,7581	5,06587	4,37574	0,277519	radar	4115,48	-1,29894	10,9012	-1,31706	10,7324	-2,05273	-4,75075
1477010454500000	-1,37772	10,5133	5,08399	4,38408	0,272731	lidar	705,183	-1,49687	10,4198	-1,41889	10,4945	-2,02111	-4,76686
1477010454550000	-1,47974	10,2402	5,1677	4,39735	0,275717	radar	4018,21	-1,59293	10,0212	-1,51917	10,2559	-1,99093	-4,78198
1477010454600000	-1,5638	10,0052	5,16158	4,40857	0,273774	lidar	683,67	-1,61875	10,2374	-1,61797	10,0165	-1,96221	-4,79615
1477010454650000	-1,63969	9,79055	5,07973	4,41492	0,262906	radar	3938,97	-1,59702	9,96554	-1,71539	9,77637	-1,93498	-4,80939
1477010454700000	-1,71346	9,55523	5,07322	4,42729	0,262409	lidar	619,643	-1,73381	9,71347	-1,81147	9,53564	-1,90924	-4,82172
1477010454750000	-1,87921	9,29972	5,1728	4,4133	0,241643	radar	4093,64	-2,27191	9,37316	-1,90631	9,29431	-1,88502	-4,83316
1477010454800000	-1,95565	9,03943	5,18626	4,42575	0,241675	lidar	513,376	-1,93833	8,77028	-1,99998	9,05243	-1,86233	-4,84374
1477010454850000	-2,02379	8,83648	5,07911	4,42958	0,228599	radar	3898,2	-1,96565	9,13274	-2,09256	8,81003	-1,8412	-4,85347
1477010454900000	-2,10356	8,58906	5,08931	4,43799	0,225938	lidar	494,381	-2,1768	8,5411	-2,18412	8,56717	-1,82164	-4,86238
1477010454950000	-2,2918	8,32035	5,1787	4,41063	0,190788	radar	4067,72	-2,65862	8,19477	-2,27474	8,32388	-1,80365	-4,87047
1477010455000000	-2,35062	8,07919	5,16123	4,42532	0,195332	lidar	454,374	-2,21875	8,15339	-2,3645	8,0802	-1,78726	-4,87778
1477010455050000	-2,37289	7,90242	5,03329	4,44412	0,201267	radar	3919,09	-2,273	8,52315	-2,45348	7,83617	-1,77248	-4,8843
1477010455100000	-2,4551	7,65464	5,05022	4,44916	0,196886	lidar	410,711	-2,59674	7,60288	-2,54177	7,59184	-1,75931	-4,89006
1477010455150000	-2,68292	7,4096	5,06873	4,39505	0,129613	radar	4119,95	-3,08256	7,38874	-2,62944	7,34723	-1,74777	-4,89507
1477010455200000	-2,76641	7,16314	5,07835	4,40019	0,128348	lidar	367,291	-2,79865	7,064	-2,71658	7,10238	-1,73786	-4,89933
1477010455250000	-2,80429	6,94592	5,04711	4,4219	0,145877	radar	4066,63	-2,79412	7,20818	-2,80326	6,85734	-1,72958	-4,90286
1477010455300000	-2,86241	6,71458	5,02564	4,43295	0,149226	lidar	348,206	-2,74651	6,86867	-2,88957	6,61214	-1,72295	-4,90566
1477010455350000	-2,89022	6,50757	4,87201	4,43862	0,134228	radar	3863,48	-2,57673	6,36755	-2,97559	6,36681	-1,71797	-4,90774
1477010455400000	-2,95192	6,27167	4,87074	4,44649	0,135166	lidar	300,57	-2,90217	6,22989	-3,0614	6,12139	-1,71464	-4,90911
1477010455450000	-3,11709	6,0099	4,98654	4,42282	0,10963	radar	4331,67	-3,50172	6,10796	-3,14709	5,87592	-1,71297	-4,90976
1477010455500000	-3,19041	5,75854	5,00276	4,42793	0,109063	lidar	258,892	-3,1778	5,53101	-3,23274	5,63043	-1,71295	-4,9097
1477010455550000	-3,31082	5,49552	5,00996	4,40587	0,0719878	radar	4258,19	-3,19736	5,19093	-3,31843	5,38496	-1,71458	-4,90893
1477010455600000	-3,39094	5,24819	5,02434	4,4083	0,070855	lidar	240,665	-3,43031	5,10507	-3,40424	5,13955	-1,71787	-4,90745
1477010455650000	-3,45531	5,00106	5,03622	4,41837	0,0794351	radar	4463,33	-3,4281	4,94644	-3,49026	4,89422	-1,72281	-4,90525
1477010455700000	-3,54043	4,74553	5,06592	4,41919	0,0766733	lidar	216,914	-3,69435	4,52196	-3,57657	4,64902	-1,72939	-4,90233
1477010455750000	-3,66885	4,4714	5,10045	4,39214	0,0334996	radar	4623,15	-3,50501	4,17643	-3,66325	4,40398	-1,73763	-4,89868
1477010455800000	-3,76441	4,21745	5,13125	4,38991	0,030313	lidar	206,095	-4,00238	4,04684	-3,75039	4,15913	-1,74749	-4,8943
1477010455850000	-3,86465	3,97526	5,1548	4,38831	0,030623	radar	5001,99	-4,06447	4,10977	-3,83806	3,91452	-1,75899	-4,88918
1477010455900000	-3,94321	3,73259	5,14922	4,39068	0,0312444	lidar	185,321	-3,88053	3,75177	-3,92635	3,67019	-1,77212	-4,8833
1477010455950000	-4,05711	3,54667	5,07144	4,36648	-0,0053509	radar	5110,82	-4,23729	3,88878	-4,01533	3,42616	-1,78686	-4,87666
1477010456000000	-4,14383	3,30353	5,07908	4,36632	-0,00522938	lidar	175,583	-4,15119	3,21968	-4,10509	3,18248	-1,8032	-4,86925
1477010456050000	-4,28223	3,01986	5,18407	4,34428	-0,0350502	radar	5636,11	-4,27467	2,88187	-4,19571	2,93919	-1,82113	-4,86104
1477010456100000	-4,3737	2,76618	5,20031	4,34388	-0,0338734	lidar	160,398	-4,32451	2,55034	-4,28727	2,69633	-1,84065	-4,85202
1477010456150000	-4,46405	2,50123	5,23231	4,34619	-0,0286656	radar	6017,85	-4,38481	2,39989	-4,37985	2,45393	-1,86173	-4,84218
1477010456200000	-4,55996	2,24859	5,24825	4,3451	-0,0280443	lidar	163,251	-4,61223	2,09192	-4,47352	2,21205	-1,88436	-4,83149
1477010456250000	-4,6714	2,00362	5,26906	4,31998	-0,0714232	radar	6266,09	-4,29257	1,92854	-4,56836	1,97072	-1,90853	-4,81994
1477010456300000	-4,7758	1,74918	5,29124	4,31705	-0,0702245	lidar	165,896	-4,86829	1,53442	-4,66444	1,72998	-1,93422	-4,80751
1477010456350000	-4,91374	1,47581	5,38732	4,29936	-0,0920187	radar	6997,44	-4,98165	1,43611	-4,76186	1,48989	-1,9614	-4,79417
1477010456400000	-5,00756	1,23061	5,37076	4,29733	-0,0908813	lidar	149,161	-4,66779	1,28643	-4,86066	1,25049	-1,99007	-4,7799
1477010456450000	-5,09683	1,02534	5,2768	4,29447	-0,0880713	radar	7341,1	-4,98594	1,10894	-4,96095	1,01182	-2,02019	-4,76468
1477010456500000	-5,1895	0,78453	5,2632	4,29264	-0,086876	lidar	154,352	-4,85498	0,825661	-5,06277	0,77393	-2,05174	-4,74848
1477010456550000	-5,26558	0,44447	5,41135	4,30866	-0,0670222	radar	8244,17	-4,84736	0,18101	-5,16621	0,536876	-2,08471	-4,73127
1477010456600000	-5,36156	0,19738	5,39996	4,30684	-0,0664919	lidar	167,541	-5,1231	0,257311	-5,27133	0,300706	-2,11906	-4,71303
1477010456650000	-5,47976	-0,0244318	5,32238	4,30964	-0,0462901	radar	391,059	-5,99809	-0,290765	-5,3782	0,0654719	-2,15477	-4,69374
1477010456700000	-5,5717	-0,268069	5,3113	4,30925	-0,0454286	lidar	179,12	-5,29972	-0,212982	-5,4869	-0,168772	-2,1918	-4,67335
1477010456750000	-5,69504	-0,405055	5,1556	4,28151	-0,075955	radar	7969,88	-5,64447	-0,144522	-5,59748	-0,401971	-2,23014	-4,65185
1477010456800000	-5,80717	-0,626301	5,13865	4,2743	-0,07981	lidar	219,354	-5,85359	-0,445801	-5,71001	-0,634069	-2,26974	-4,62919
1477010456850000	-5,90304	-0,863537	5,20211	4,26081	-0,104147	radar	7777,14	-5,30947	-0,724468	-5,82456	-0,865006	-2,31058	-4,60536
1477010456900000	-6,0087	-1,10904	5,21473	4,25972	-0,0998636	lidar	230,439	-5,87835	-1,26863	-5,94118	-1,09472	-2,35262	-4,58032
1477010456950000	-6,07297	-1,4104	5,28431	4,27896	-0,0750428	radar	7374,59	-5,68069	-1,52871	-6,05993	-1,32316	-2,39581	-4,55404
1477010457000000	-6,18992	-1,64029	5,27374	4,27191	-0,0785677	lidar	265,089	-6,27263	-1,50938	-6,18087	-1,55025	-2,44014	-4,52648
1477010457050000	-6,32977	-1,88642	5,40448	4,24864	-0,113214	radar	7513,35	-6,11355	-1,75966	-6,30406	-1,77593	-2,48555	-4,49762
1477010457100000	-6,44543	-2,12948	5,40403	4,2445	-0,111864	lidar	285,149	-6,34007	-2,13685	-6,42954	-2,00014	-2,532	-4,46742
1477010457150000	-6,61477	-2,30883	5,32737	4,21705	-0,132566	radar	7617,78	-6,99344	-2,17445	-6,55738	-2,22281	-2,57946	-4,43585
1477010457200000	-6,74577	-2,53559	5,3198	4,20792	-0,135277	lidar	331,921	-6,79288	-2,4458	-6,68761	-2,44386	-2,62788	-4,40288
1477010457250000	-6,91189	-2,74189	5,32171	4,18532	-0,153006	radar	7506,87	-7,14408	-2,67584	-6,82029	-2,66323	-2,6772	-4,36847
1477010457300000	-7,03134	-2,98387	5,33067	4,18388	-0,146752	lidar	355,815	-6,8003	-3,10086	-6,95546	-2,88084	-2,7274	-4,3326
1477010457350000	-7,15379	-3,20874	5,28497	4,18125	-0,139238	radar	7281,66	-7,13937	-3,22028	-7,09316	-3,09663	-2,7784	-4,29523
1477010457400000	-7,28195	-3,42637	5,27023	4,17313	-0,14103	lidar	390,764	-7,12118	-3,26434	-7,23344	-3,3105	-2,83017	-4,25632
1477010457450000	-7,42963	-3,70229	5,32694	4,17719	-0,126676	radar	7206,36	-7,77186	-4,08999	-7,37632	-3,5224	-2,88265	-4,21586
1477010457500000	-7,57038	-3,89869	5,29144	4,16175	-0,136831	lidar	434,695	-7,49009	-3,49081	-7,52184	-3,73223	-2,93579	-4,1738
1477010457550000	-7,7067	-4,09699	5,27507	4,14754	-0,146417	radar	7259,57	-7,52393	-3,88213	-7,67004	-3,93992	-2,98953	-4,13012
1477010457600000	-7,85076	-4,31665	5,27346	4,13908	-0,147557	lidar	513,065	-7,88049	-4,29783	-7,82094	-4,14538	-3,04381	-4,08479
1477010457650000	-7,99988	-4,53763	5,26864	4,13108	-0,147462	radar	7261,85	-8,08524	-4,57834	-7,97457	-4,34854	-3,09857	-4,03778
1477010457700000	-8,14888	-4,75846	5,27196	4,1232	-0,147828	lidar	577,367	-8,22492	-4,79812	-8,13095	-4,5493	-3,15376	-3,98906
1477010457750000	-8,29108	-4,94809	5,1443	4,11591	-0,142198	radar	7310,19	-8,453	-4,95621	-8,2901	-4,74759	-3,2093	-3,93862
1477010457800000	-8,4311	-5,15833	5,14003	4,10943	-0,141738	lidar	608,438	-8,33552	-5,1059	-8,45204	-4,94331	-3,26514	-3,88641
1477010457850000	-8,58866	-5,27504	4,98647	4,08019	-0,16128	radar	7455,54	-8,55062	-4,79248	-8,61678	-5,13637	-3,32121	-3,83242
1477010457900000	-8,74692	-5,47365	4,98994	4,06934	-0,163812	lidar	699,861	-8,91477	-5,51752	-8,78433	-5,32669	-3,37745	-3,77663
1477010457950000	-8,91152	-5,66976	4,99747	4,05704	-0,167688	radar	7461,68	-9,04115	-5,69364	-8,95469	-5,51417	-3,43377	-3,71901
1477010458000000	-9,06437	-5,86206	4,99279	4,0474	-0,168984	lidar	734,04	-9,03391	-5,80267	-9,12788	-5,69872	-3,49012	-3,65955
1477010458050000	-9,20016	-5,97574	4,85556	4,02513	-0,18151	radar	7498,12	-8,86897	-5,41973	-9,30388	-5,88026	-3,54643	-3,59823
1477010458100000	-9,36355	-6,13169	4,8322	4,00633	-0,191092	lidar	767,509	-9,30811	-5,82368	-9,4827	-6,05868	-3,60261	-3,53503
1477010458150000	-9,54865	-6,31905	4,86566	3,99103	-0,196537	radar	7700,52	-9,80646	-6,41174	-9,66432	-6,23389	-3,6586	-3,46994
1477010458200000	-9,70155	-6,50972	4,86885	3,98536	-0,19263	lidar	863,937	-9,62547	-6,55958	-9,84874	-6,4058	-3,71431	-3,40295
1477010458250000	-9,9697	-6,64049	4,9634	3,93634	-0,231231	radar	8142,11	-10,6688	-6,35543	-10,0359	-6,57431	-3,76969	-3,33404
1477010458300000	-10,1493	-6,81494	4,96524	3,92323	-0,232616	lidar	963,015	-10,2246	-6,83402	-10,2259	-6,73933	-3,82463	-3,26321
1477010458350000	-10,3325	-6,96766	4,99314	3,90394	-0,240941	radar	7929,66	-10,2205	-6,71044	-10,4186	-6,90075	-3,87907	-3,19046
1477010458400000	-10,5258	-7,14418	5,00498	3,89056	-0,24192	lidar	1075,95	-10,7616	-7,29159	-10,614	-7,05849	-3,93293	-3,11577
1477010458450000	-10,7487	-7,25883	5,02007	3,85516	-0,26414	radar	8223,31	-10,8944	-6,83335	-10,8121	-7,21245	-3,98613	-3,03916
1477010458500000	-10,9541	-7,42489	5,03237	3,83948	-0,266147	lidar	1166,71	-11,2219	-7,56979	-11,0128	-7,36252	-4,03859	-2,96062
1477010458550000	-11,1348	-7,56091	4,98576	3,82277	-0,26942	radar	8192,74	-10,986	-7,3707	-11,2161	-7,50862	-4,09021	-2,88015
1477010458600000	-11,3123	-7,72333	4,97925	3,81476	-0,26463	lidar	1158,98	-11,0934	-7,6776	-11,422	-7,65064	-4,14093	-2,79777
1477010458650000	-11,5088	-7,8301	4,93518	3,78886	-0,2764	radar	8389,53	-11,4213	-7,46085	-11,6304	-7,78849	-4,19066	-2,71349
1477010458700000	-11,6997	-7,96815	4,92435	3,77398	-0,277534	lidar	1235,6	-11,5269	-7,8215	-11,8413	-7,92208	-4,23932	-2,6273
1477010458750000	-11,8927	-8,06522	4,79567	3,74853	-0,287951	radar	8560,89	-11,9422	-7,88317	-12,0546	-8,05131	-4,28682	-2,53924
1477010458800000	-12,096	-8,18692	4,79152	3,72931	-0,292284	lidar	1347,31	-12,09	-8,08828	-12,2702	-8,17609	-4,33309	-2,44932
1477010458850000	-12,3347	-8,30946	4,92862	3,70563	-0,299743	radar	8851,08	-12,4462	-8,02117	-12,4881	-8,29633	-4,37802	-2,35756
1477010458900000	-12,5433	-8,42381	4,91922	3,68641	-0,303613	lidar	1417,19	-12,4231	-8,2599	-12,7082	-8,41193	-4,42156	-2,26399
1477010458950000	-12,7457	-8,49008	4,78354	3,65485	-0,319297	radar	8943,09	-12,7461	-8,19449	-12,9304	-8,5228	-4,4636	-2,16863
1477010459000000	-12,9799	-8,5922	4,79671	3,63027	-0,326605	lidar	1600,87	-13,2911	-8,64594	-13,1547	-8,62886	-4,50407	-2,07151
1477010459050000	-13,2566	-8,68389	4,89593	3,5979	-0,33903	radar	9446,81	-13,7929	-8,47158	-13,381	-8,73002	-4,54289	-1,97267
1477010459100000	-13,4811	-8,76721	4,88841	3,57378	-0,34536	lidar	1609	-13,384	-8,57583	-13,6092	-8,82619	-4,57997	-1,87214
1477010459150000	-13,6923	-8,77782	4,7229	3,52881	-0,372789	radar	9392,11	-13,6376	-8,26344	-13,8392	-8,91729	-4,61524	-1,76997
1477010459200000	-13,9109	-8,8768	4,72798	3,51374	-0,369635	lidar	1762,41	-13,9959	-8,99264	-14,0709	-9,00324	-4,64861	-1,6662
1477010459250000	-14,1781	-8,97185	4,88686	3,4957	-0,365052	radar	9802,52	-14,4737	-8,79552	-14,3043	-9,08395	-4,68001	-1,56086
1477010459300000	-14,4015	-9,0711	4,88794	3,4834	-0,35994	lidar	1863,04	-14,4273	-9,1875	-14,5391	-9,15936	-4,70936	-1,45402
1477010459350000	-14,62	-9,15796	4,8445	3,46776	-0,359276	radar	9803,33	-14,5757	-9,32634	-14,7754	-9,22939	-4,73658	-1,34573
1477010459400000	-14,8779	-9,19452	4,85777	3,43396	-0,372531	lidar	1965,51	-15,062	-9,04396	-15,013	-9,29397	-4,76161	-1,23603
1477010459450000	-15,1467	-9,29539	4,90117	3,41984	-0,368122	radar	10297,5	-15,6189	-9,69365	-15,2517	-9,35302	-4,78436	-1,125
1477010459500000	-15,3932	-9,37286	4,91517	3,40367	-0,366026	lidar	2146,21	-15,6682	-9,56749	-15,4916	-9,40649	-4,80476	-1,01269
1477010459550000	-15,6419	-9,39949	4,82973	3,36821	-0,384524	radar	10467,5	-15,9382	-9,35751	-15,7324	-9,45431	-4,82275	-0,899159
1477010459600000	-15,8851	-9,46017	4,83968	3,35065	-0,382987	lidar	2234,48	-16,0862	-9,59819	-15,9741	-9,49642	-4,83827	-0,784484
1477010459650000	-16,1597	-9,43739	4,82718	3,30288	-0,408582	radar	10846,7	-16,6033	-8,85459	-16,2164	-9,53277	-4,85124	-0,668734
1477010459700000	-16,4059	-9,45651	4,83217	3,27631	-0,413634	lidar	2276,66	-16,4229	-9,37029	-16,4594	-9,5633	-4,8616	-0,55198
1477010459750000	-16,5927	-9,46578	4,74398	3,25264	-0,41915	radar	10563,5	-16,011	-9,33486	-16,7027	-9,58797	-4,8693	-0,434301
1477010459800000	-16,8538	-9,46349	4,76689	3,22101	-0,42766	lidar	2431,28	-17,1132	-9,43043	-16,9464	-9,60673	-4,87427	-0,315773
1477010459850000	-17,0833	-9,61299	4,82315	3,24627	-0,38509	radar	10999,2	-16,9255	-10,8571	-17,1903	-9,61954	-4,87646	-0,196479
1477010459900000	-17,3435	-9,61313	4,84302	3,21814	-0,392125	lidar	2543,89	-17,5448	-9,57485	-17,4342	-9,62636	-4,87583	-0,0765024
1477010459950000	-17,6195	-9,59686	4,83834	3,18195	-0,408293	radar	11617	-18,1371	-9,39146	-17,6781	-9,62717	-4,87232	0,0440703
1477010460000000	-17,8798	-9,56885	4,85754	3,14913	-0,418205	lidar	2622,2	-17,9724	-9,42299	-17,9216	-9,62194	-4,86588	0,165151
1477010460050000	-18,1291	-9,51913	4,81599	3,10746	-0,43959	radar	11731,5	-18,3083	-9,18778	-18,1648	-9,61064	-4,85648	0,286648
1477010460100000	-18,3562	-9,52966	4,80169	3,09308	-0,433587	lidar	2714,87	-18,2763	-9,60997	-18,4074	-9,59325	-4,84408	0,40847
1477010460150000	-18,5763	-9,53614	4,81995	3,08374	-0,419762	radar	11721,7	-18,2443	-9,58547	-18,6493	-9,56977	-4,82864	0,530522
1477010460200000	-18,8264	-9,51082	4,83171	3,05951	-0,422232	lidar	2864,12	-18,9545	-9,51544	-18,8904	-9,54017	-4,81012	0,652707
1477010460250000	-19,0458	-9,4633	4,84258	3,03543	-0,421578	radar	11985,5	-18,6983	-9,02886	-19,1305	-9,50447	-4,78851	0,774927
1477010460300000	-19,3055	-9,37877	4,87183	2,99625	-0,435764	lidar	2898,44	-19,2983	-9,09865	-19,3694	-9,46265	-4,76378	0,897083
1477010460350000	-19,5469	-9,27619	4,82824	2,94697	-0,46475	radar	12498,7	-19,7037	-8,79906	-19,6069	-9,41472	-4,73591	1,01907
1477010460400000	-19,8033	-9,17778	4,86039	2,90824	-0,476712	lidar	3026,35	-19,8731	-8,96417	-19,8431	-9,36071	-4,70487	1,1408
1477010460450000	-20,0632	-9,01154	4,90497	2,85003	-0,504586	radar	12958	-20,3815	-7,6755	-20,0775	-9,30061	-4,67066	1,26215
1477010460500000	-20,2529	-9,05581	4,82514	2,86091	-0,477111	lidar	3173,51	-20,1607	-9,59663	-20,3102	-9,23446	-4,63328	1,38303
1477010460550000	-20,4894	-9,05195	4,83524	2,86095	-0,454488	radar	12904,1	-20,4587	-9,7448	-20,5409	-9,16227	-4,59271	1,50334
1477010460600000	-20,7198	-8,97386	4,83741	2,83578	-0,456381	lidar	3223,36	-20,6596	-8,91527	-20,7696	-9,08409	-4,54895	1,62296
1477010460650000	-20,987	-8,86864	4,8726	2,80177	-0,467055	radar	13534,6	-21,5568	-8,5005	-20,9959	-8,99994	-4,50202	1,74179
1477010460700000	-21,1993	-8,80558	4,84759	2,78438	-0,462728	lidar	3311,28	-21,0195	-8,85081	-21,2198	-8,90987	-4,45191	1,85972
1477010460750000	-21,449	-8,70467	4,85383	2,75331	-0,472955	radar	13701,3	-21,8628	-8,64129	-21,4412	-8,81393	-4,39865	1,97666
1477010460800000	-21,6488	-8,66344	4,80576	2,74452	-0,46201	lidar	3444,09	-21,5029	-8,87191	-21,6597	-8,71217	-4,34224	2,0925
1477010460850000	-21,848	-8,45223	4,75453	2,67178	-0,516109	radar	13833,9	-21,9514	-7,41274	-21,8754	-8,60465	-4,2827	2,20712
1477010460900000	-22,0426	-8,38539	4,71698	2,6578	-0,507399	lidar	3542,69	-21,9793	-8,57089	-22,0881	-8,49143	-4,22007	2,32043
1477010460950000	-22,2539	-8,25641	4,7665	2,6362	-0,49604	radar	13974,2	-22,1914	-7,70392	-22,2975	-8,37258	-4,15437	2,43232
1477010461000000	-22,4584	-8,17052	4,74654	2,62027	-0,489449	lidar	3690,57	-22,5838	-8,35296	-22,5035	-8,24817	-4,08564	2,5427
1477010461050000	-22,6376	-8,07381	4,69712	2,59848	-0,490468	radar	13983,1	-22,3177	-8,57758	-22,7061	-8,11829	-4,01391	2,65145
1477010461100000	-22,8569	-7,89473	4,75067	2,56029	-0,500233	lidar	3738,23	-22,9861	-7,6724	-22,9049	-7,98301	-3,93923	2,75848
1477010461150000	-23,0513	-7,76254	4,69093	2,52034	-0,527197	radar	14519,8	-23,2693	-8,32031	-23,1	-7,84243	-3,86163	2,8637
1477010461200000	-23,2555	-7,60378	4,71923	2,49003	-0,52981	lidar	3873,21	-23,4777	-7,56583	-23,2911	-7,69663	-3,78118	2,967
1477010461250000	-23,457	-7,46105	4,77325	2,47794	-0,505923	radar	14754,3	-23,473	-7,02103	-23,4781	-7,54572	-3,69792	3,06828
1477010461300000	-23,6351	-7,32406	4,75722	2,45516	-0,504255	lidar	3872,09	-23,5408	-7,36069	-23,6609	-7,3898	-3,61191	3,16746
1477010461350000	-23,8347	-7,14548	4,80289	2,42835	-0,50169	radar	15115,6	-24,0505	-6,56968	-23,8393	-7,22897	-3,52321	3,26445
1477010461400000	-23,9999	-7,03765	4,75089	2,41463	-0,493883	lidar	3982,46	-23,9384	-7,26171	-24,0132	-7,06336	-3,43189	3,35916
1477010461450000	-24,1752	-6,81602	4,78227	2,36953	-0,51436	radar	15357,1	-24,3577	-5,94086	-24,1825	-6,89307	-3,33801	3,45149
1477010461500000	-24,3462	-6,61199	4,81257	2,33571	-0,520021	lidar	4008,59	-24,2574	-6,4352	-24,347	-6,71823	-3,24166	3,54138
1477010461550000	-24,5194	-6,45663	4,77635	2,30472	-0,535804	radar	15485,7	-24,788	-7,18367	-24,5066	-6,53896	-3,14289	3,62873
1477010461600000	-24,6518	-6,31748	4,72101	2,28402	-0,53211	lidar	4021,7	-24,3008	-6,43799	-24,6612	-6,35538	-3,0418	3,71347
