time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461650000	-24,7824	-6,11966	4,70884	2,2466	-0,544784	radar	15507,2	-24,6108	-6,00878	-24,8107	-6,16764	-2,93846	3,79553
1477010461700000	-24,9384	-5,92502	4,72635	2,21904	-0,54475	lidar	4247,18	-25,146	-5,91902	-24,955	-5,97587	-2,83295	3,87484
1477010461750000	-25,0623	-5,69618	4,75052	2,18188	-0,551085	radar	15797,8	-24,8975	-5,02285	-25,094	-5,7802	-2,72537	3,95132
1477010461800000	-25,1916	-5,52556	4,7233	2,15906	-0,548042	lidar	4241,98	-25,1941	-5,64372	-25,2276	-5,58079	-2,61581	4,02492
1477010461850000	-25,3512	-5,35395	4,73865	2,15191	-0,521786	radar	16111,1	-25,5328	-5,4399	-25,3556	-5,37777	-2,50435	4,09557
1477010461900000	-25,4842	-5,14275	4,75424	2,12454	-0,522464	lidar	4326,79	-25,5713	-5,10241	-25,4779	-5,1713	-2,39109	4,16322
1477010461950000	-25,5972	-5,03753	4,67122	2,1282	-0,487671	radar	15696,4	-25,0178	-6,55904	-25,5946	-4,96152	-2,27613	4,22781
1477010462000000	-25,7154	-4,84948	4,6577	2,10552	-0,48665	lidar	4354,24	-25,6952	-4,89995	-25,7055	-4,7486	-2,15956	4,2893
1477010462050000	-25,8365	-4,64107	4,67605	2,08508	-0,478742	radar	16416,1	-25,8162	-4,40681	-25,8105	-4,53268	-2,04149	4,34764
1477010462100000	-25,9523	-4,40559	4,7102	2,05646	-0,481665	lidar	4401,62	-25,9516	-4,26659	-25,9096	-4,31392	-1,92202	4,40279
1477010462150000	-26,0852	-4,18773	4,70316	2,015	-0,518424	radar	17047,1	-26,8953	-4,43966	-26,0027	-4,0925	-1,80125	4,45471
1477010462200000	-26,1855	-3,92166	4,76057	1,98093	-0,523592	lidar	4427,59	-26,1198	-3,67723	-26,0897	-3,86856	-1,67928	4,50337
1477010462250000	-26,2641	-3,68151	4,75431	1,92878	-0,566489	radar	16945,5	-26,5652	-3,85723	-26,1706	-3,64227	-1,55623	4,54875
1477010462300000	-26,3308	-3,4252	4,78264	1,89306	-0,571446	lidar	4367,96	-25,9974	-3,24722	-26,2453	-3,41381	-1,4322	4,59081
1477010462350000	-26,3708	-3,16484	4,79519	1,83961	-0,605992	radar	16940,1	-26,2976	-3,01078	-26,3138	-3,18332	-1,30729	4,62954
1477010462400000	-26,4194	-2,92649	4,7967	1,80621	-0,608206	lidar	4412,11	-26,1741	-2,87885	-26,376	-2,95098	-1,18162	4,66493
1477010462450000	-26,4717	-2,72471	4,76016	1,77815	-0,60928	radar	16966,5	-26,4681	-3,44967	-26,4319	-2,71697	-1,05529	4,69696
1477010462500000	-26,5216	-2,53351	4,71349	1,75352	-0,606046	lidar	4574,97	-26,674	-2,73852	-26,4815	-2,48143	-0,928411	4,72562
1477010462550000	-26,5786	-2,28562	4,73836	1,73206	-0,590818	radar	17405,8	-26,657	-1,72382	-26,5247	-2,24456	-0,80109	4,75091
1477010462600000	-26,6146	-2,07248	4,71417	1,70491	-0,589633	lidar	4555,55	-26,6691	-2,17333	-26,5616	-2,0065	-0,673434	4,77284
1477010462650000	-26,6359	-1,82544	4,72499	1,68253	-0,572108	radar	17307,9	-26,3248	-1,32261	-26,5921	-1,76744	-0,545553	4,79141
1477010462700000	-26,6503	-1,58135	4,73297	1,65134	-0,573776	lidar	4472,1	-26,4671	-1,53207	-26,6161	-1,52753	-0,417552	4,80664
1477010462750000	-26,6389	-1,37359	4,69427	1,60981	-0,595183	radar	17239,4	-26,4998	-2,19526	-26,6338	-1,28695	-0,289538	4,81852
1477010462800000	-26,6424	-1,13992	4,69267	1,57965	-0,595507	lidar	4510,39	-26,5998	-1,14277	-26,6451	-1,04586	-0,161616	4,8271
1477010462850000	-26,6891	-0,94364	4,65628	1,5653	-0,582277	radar	17740,5	-27,2008	-1,67679	-26,65	-0,804425	-0,0338883	4,83238
1477010462900000	-26,687	-0,690505	4,68197	1,53578	-0,581983	lidar	4550,48	-26,7355	-0,59539	-26,6485	-0,562811	0,0935412	4,83439
1477010462950000	-26,682	-0,428822	4,72611	1,49863	-0,597798	radar	18026	-26,9891	0,0351487	-26,6406	-0,321181	0,220572	4,83317
1477010463000000	-26,6521	-0,148836	4,77967	1,46515	-0,599173	lidar	4453,2	-26,4553	0,0602653	-26,6264	-0,0796947	0,347104	4,82874
1477010463050000	-26,64	0,0904407	4,79016	1,435	-0,604406	radar	7535,79	-26,9537	0,136943	-26,6059	0,161489	0,473041	4,82116
1477010463100000	-26,6043	0,37256	4,84635	1,40415	-0,603592	lidar	4510,72	-26,6201	0,57588	-26,5792	0,402213	0,598287	4,81045
1477010463150000	-26,6014	0,593208	4,81149	1,39376	-0,576555	radar	17821,7	-26,8241	0,381506	-26,5462	0,642323	0,722748	4,79667
1477010463200000	-26,5627	0,870529	4,86273	1,3666	-0,574216	lidar	4552,67	-26,7293	1,06082	-26,5069	0,881666	0,846334	4,77986
1477010463250000	-26,5138	1,16999	4,90895	1,35833	-0,532858	radar	16851,3	-25,9562	2,60409	-26,4616	1,12009	0,968955	4,76007
1477010463300000	-26,456	1,41179	4,91227	1,33107	-0,533218	lidar	4446,17	-26,3986	1,42212	-26,4101	1,35745	1,09053	4,73737
1477010463350000	-26,4277	1,54693	4,76828	1,32024	-0,510678	radar	17898,7	-26,5072	-0,563928	-26,3526	1,59361	1,21096	4,71181
1477010463400000	-26,3653	1,77996	4,77192	1,29469	-0,510617	lidar	4441,13	-26,3594	1,79315	-26,2891	1,82841	1,33018	4,68345
1477010463450000	-26,3007	2,00032	4,7616	1,2696	-0,510534	radar	17258,5	-26,3475	1,82827	-26,2197	2,06173	1,44811	4,65235
1477010463500000	-26,2288	2,21894	4,75199	1,24411	-0,51068	lidar	4414,56	-26,2502	2,18481	-26,1444	2,29342	1,56467	4,61859
1477010463550000	-26,1682	2,43494	4,71533	1,23409	-0,484185	radar	16995,8	-26,069	2,27896	-26,0633	2,52336	1,67979	4,58223
1477010463600000	-26,0848	2,68354	4,74884	1,21062	-0,483117	lidar	4372,43	-26,0641	2,80701	-25,9765	2,75141	1,79339	4,54334
1477010463650000	-25,9994	2,90947	4,77837	1,17567	-0,505738	radar	17043,6	-26,3234	3,02388	-25,8841	2,97746	1,90543	4,502
1477010463700000	-25,8972	3,18148	4,84383	1,15202	-0,503589	lidar	4320,7	-25,8345	3,42005	-25,7861	3,20139	2,01582	4,45828
1477010463750000	-25,8284	3,4198	4,85643	1,13628	-0,495375	radar	16831,4	-26,1824	3,73376	-25,6826	3,42306	2,12452	4,41227
1477010463800000	-25,7209	3,63902	4,85748	1,11095	-0,495755	lidar	4275,32	-25,6666	3,63509	-25,5737	3,64239	2,23146	4,36404
1477010463850000	-25,6035	3,8192	4,8189	1,08061	-0,501678	radar	16598,5	-25,5773	3,13316	-25,4596	3,85924	2,3366	4,31367
1477010463900000	-25,5009	4,01984	4,80253	1,05748	-0,500542	lidar	4320,26	-25,7492	3,99968	-25,3402	4,07353	2,43989	4,26125
1477010463950000	-25,3796	4,20423	4,77132	1,03148	-0,499742	radar	16360,4	-25,3516	3,75691	-25,2157	4,28514	2,54127	4,20686
1477010464000000	-25,2407	4,43353	4,80689	1,00611	-0,499473	lidar	4113,88	-25,0214	4,52803	-25,0863	4,49399	2,64071	4,15058
1477010464050000	-25,0664	4,61518	4,77143	0,979049	-0,488733	radar	15660	-24,2719	4,30917	-24,9518	4,69998	2,73817	4,09251
1477010464100000	-24,9347	4,82189	4,78198	0,956499	-0,487235	lidar	4140,2	-25,0363	4,88499	-24,8126	4,90303	2,83361	4,03273
1477010464150000	-24,7674	5,01035	4,78013	0,928058	-0,487095	radar	15624,4	-24,3609	4,95947	-24,6686	5,10304	2,92701	3,97132
1477010464200000	-24,6122	5,22954	4,81803	0,905397	-0,485273	lidar	4002,88	-24,5041	5,35293	-24,5201	5,29995	3,01833	3,90839
1477010464250000	-24,4384	5,40321	4,84646	0,865344	-0,509077	radar	15659	-24,4379	5,24592	-24,367	5,49367	3,10754	3,84401
1477010464300000	-24,2701	5,5947	4,86092	0,839333	-0,509228	lidar	3900,85	-24,1159	5,61152	-24,2095	5,68414	3,19464	3,77827
1477010464350000	-24,1187	5,71969	4,82491	0,801322	-0,529149	radar	15802,2	-24,5638	4,75836	-24,0477	5,8713	3,27959	3,71127
1477010464400000	-23,9455	5,9009	4,83762	0,775762	-0,528275	lidar	3864,18	-23,9153	5,94377	-23,8818	6,05508	3,36239	3,64309
1477010464450000	-23,8008	6,09495	4,76344	0,777694	-0,482606	radar	14962,2	-23,5491	6,44495	-23,7117	6,23542	3,44302	3,57383
1477010464500000	-23,6294	6,26482	4,76843	0,754342	-0,481949	lidar	3810,1	-23,6471	6,29102	-23,5377	6,41227	3,52148	3,50357
1477010464550000	-23,4927	6,44096	4,72828	0,747066	-0,460255	radar	15079,9	-23,7544	6,53746	-23,3598	6,58559	3,59775	3,4324
1477010464600000	-23,2923	6,65464	4,79989	0,729288	-0,455097	lidar	3668,4	-23,0099	6,86182	-23,1781	6,75533	3,67185	3,36041
1477010464650000	-23,0898	6,74945	4,73852	0,694026	-0,461389	radar	14647	-22,7862	5,74143	-22,9928	6,92146	3,74376	3,28768
1477010464700000	-22,8891	6,93413	4,78479	0,674586	-0,457939	lidar	3596,21	-22,6991	7,063	-22,804	7,08393	3,8135	3,21431
1477010464750000	-22,6671	7,05359	4,80642	0,635256	-0,477034	radar	14349,2	-22,418	6,76159	-22,6117	7,24273	3,88106	3,14038
1477010464800000	-22,4699	7,21314	4,82654	0,614761	-0,474259	lidar	3564,5	-22,5083	7,31524	-22,4161	7,39782	3,94647	3,06598
1477010464850000	-22,227	7,3644	4,94642	0,572804	-0,505268	radar	14087,1	-22,0543	7,85452	-22,2173	7,54917	4,00974	2,99118
1477010464900000	-22,0204	7,52249	4,96906	0,553398	-0,500621	lidar	3511,22	-22,1947	7,69478	-22,0154	7,69679	4,07087	2,91607
1477010464950000	-21,8333	7,75307	4,97061	0,566786	-0,454371	radar	13707	-21,6178	9,0351	-21,8105	7,84064	4,12989	2,84074
1477010465000000	-21,6218	7,89264	4,97865	0,545758	-0,452995	lidar	3382,54	-21,6473	7,94	-21,6026	7,98072	4,18681	2,76526
1477010465050000	-21,4496	8,01858	4,91855	0,533975	-0,438893	radar	13912,3	-21,8637	7,78661	-21,392	8,11703	4,24166	2,68971
1477010465100000	-21,241	8,09652	4,87644	0,502548	-0,446453	lidar	3219,3	-21,0853	7,83229	-21,1787	8,24957	4,29447	2,61417
1477010465150000	-21,0317	8,30584	4,86457	0,517665	-0,397942	radar	13087,7	-20,5503	9,28616	-20,9628	8,37833	4,34526	2,53871
1477010465200000	-20,8301	8,42821	4,85918	0,499995	-0,396423	lidar	3280,45	-21,0519	8,50983	-20,7444	8,50333	4,39406	2,46341
1477010465250000	-20,5582	8,58213	4,97956	0,474407	-0,409217	radar	12797,2	-19,9265	9,40847	-20,5237	8,62457	4,4409	2,38835
1477010465300000	-20,3283	8,69882	4,99021	0,454198	-0,408877	lidar	3078,76	-20,21	8,68914	-20,3006	8,74206	4,48582	2,31358
1477010465350000	-20,1358	8,83785	4,91851	0,458035	-0,374768	radar	12920,9	-20,2277	8,8532	-20,0753	8,85583	4,52884	2,23919
1477010465400000	-19,928	8,92511	4,89145	0,436111	-0,37743	lidar	3061,37	-20,0633	8,86724	-19,848	8,96589	4,57001	2,16524
1477010465450000	-19,741	9,03495	4,80506	0,434554	-0,350697	radar	12751,5	-19,9264	8,78179	-19,6186	9,07227	4,60937	2,09179
1477010465500000	-19,5285	9,1094	4,78082	0,411595	-0,35489	lidar	2927,68	-19,4861	8,96665	-19,3873	9,17499	4,64694	2,01891
1477010465550000	-19,2549	9,26808	4,89611	0,401071	-0,352478	radar	12027,5	-18,5719	10,2069	-19,1542	9,27409	4,68278	1,94666
1477010465600000	-19,0138	9,3528	4,90349	0,379731	-0,35506	lidar	2757,29	-18,6786	9,19191	-18,9193	9,36959	4,71692	1,8751
1477010465650000	-18,8169	9,40581	4,86101	0,353636	-0,364644	radar	12418,7	-19,2825	8,98189	-18,6827	9,46154	4,7494	1,80429
1477010465700000	-18,578	9,49368	4,87482	0,335846	-0,364156	lidar	2730,28	-18,4242	9,46852	-18,4446	9,54996	4,78028	1,73429
1477010465750000	-18,3095	9,47487	4,92969	0,275557	-0,41304	radar	11899,5	-18,1634	8,72444	-18,2049	9,63492	4,80959	1,66514
1477010465800000	-18,0405	9,58404	4,98978	0,263634	-0,405968	lidar	2611,74	-17,7736	9,72478	-17,9639	9,71643	4,83737	1,59691
1477010465850000	-17,7773	9,69036	4,97482	0,262359	-0,379237	radar	11302,6	-17,2296	9,97767	-17,7214	9,79457	4,86368	1,52964
1477010465900000	-17,5156	9,78288	5,01458	0,249696	-0,374077	lidar	2535,09	-17,3436	9,88109	-17,4777	9,86936	4,88856	1,46338
1477010465950000	-17,2629	9,8724	5,04375	0,237844	-0,369005	radar	11262	-17,1554	10,212	-17,2328	9,94087	4,91205	1,39818
1477010466000000	-16,9957	9,96918	5,08903	0,228401	-0,361774	lidar	2469,19	-16,8876	10,145	-16,9868	10,0091	4,93421	1,33408
1477010466050000	-16,7388	10,0359	5,0947	0,214396	-0,3565	radar	10961,8	-16,5958	10,1078	-16,7396	10,0743	4,95507	1,27113
1477010466100000	-16,4792	10,119	5,12304	0,204168	-0,350571	lidar	2411,47	-16,5153	10,3091	-16,4915	10,1362	4,97469	1,20937
1477010466150000	-16,2171	10,2066	5,15178	0,196665	-0,342073	radar	10692	-16,09	10,5824	-16,2424	10,1952	4,99311	1,14883
1477010466200000	-15,9719	10,2425	5,13728	0,176555	-0,344456	lidar	2289,98	-16,006	10,1843	-15,9924	10,2511	5,01039	1,08956
1477010466250000	-15,7271	10,3142	5,10487	0,173698	-0,325885	radar	10482,3	-15,7234	10,41	-15,7416	10,3041	5,02655	1,03159
1477010466300000	-15,4932	10,3277	5,07154	0,15035	-0,331449	lidar	2203,3	-15,5699	10,1904	-15,4899	10,3543	5,04166	0,974957
1477010466350000	-15,1472	10,3897	5,25681	0,126363	-0,349372	radar	9810,92	-14,2385	10,9109	-15,2376	10,4016	5,05576	0,919692
1477010466400000	-14,8877	10,425	5,25761	0,110016	-0,348544	lidar	2117,04	-14,9365	10,4722	-14,9846	10,4462	5,06889	0,865828
1477010466450000	-14,665	10,4227	5,09474	0,102794	-0,320505	radar	9964,69	-14,724	9,63507	-14,7309	10,4882	5,0811	0,813394
1477010466500000	-14,4251	10,4171	5,06659	0,0790004	-0,326536	lidar	1986,02	-14,4088	10,222	-14,4766	10,5276	5,09243	0,762418
1477010466550000	-14,1527	10,4505	5,08272	0,0682091	-0,319871	radar	9573,49	-13,9005	10,5238	-14,2218	10,5645	5,10293	0,712926
1477010466600000	-13,8626	10,5337	5,15153	0,070043	-0,305828	lidar	1973,4	-13,8049	10,9383	-13,9665	10,5989	5,11263	0,664944
1477010466650000	-13,6005	10,6168	5,09512	0,0871981	-0,263769	radar	9271,3	-13,3956	10,7857	-13,7107	10,631	5,12159	0,618496
1477010466700000	-13,3529	10,6262	5,08391	0,0709394	-0,266171	lidar	1843,39	-13,3556	10,5517	-13,4545	10,6608	5,12983	0,573603
1477010466750000	-13,0838	10,6609	5,10935	0,0623481	-0,262549	radar	9067,9	-12,9374	10,8137	-13,1979	10,6884	5,13741	0,530288
1477010466800000	-12,821	10,7088	5,13148	0,0582185	-0,255694	lidar	1839,58	-12,9591	11,0099	-12,9409	10,7138	5,14436	0,48857
1477010466850000	-12,5355	10,8005	5,15455	0,0738052	-0,225515	radar	8722,66	-12,2518	11,2495	-12,6836	10,7373	5,15071	0,448467
1477010466900000	-12,2998	10,788	5,11922	0,054285	-0,231901	lidar	1689,96	-12,3713	10,6091	-12,426	10,7587	5,15651	0,409997
1477010466950000	-12,0368	10,8382	5,10017	0,0607819	-0,208955	radar	8549,57	-11,9352	10,9161	-12,1681	10,7783	5,16179	0,373177
1477010467000000	-11,7864	10,866	5,10082	0,0538341	-0,206397	lidar	1684,75	-11,9451	11,0515	-11,91	10,7961	5,16658	0,338022
1477010467050000	-11,482	10,9054	5,15492	0,0537065	-0,195307	radar	8107,56	-10,9703	10,9676	-11,6516	10,8121	5,17092	0,304546
1477010467100000	-11,2459	10,9076	5,12674	0,0408973	-0,197705	lidar	1596,33	-11,4548	10,9407	-11,393	10,8265	5,17484	0,272761
1477010467150000	-11,0238	10,7891	5,17011	-0,0301096	-0,274626	radar	8317,44	-11,3472	10,5111	-11,1342	10,8394	5,17836	0,242681
1477010467200000	-10,7549	10,779	5,18259	-0,0439107	-0,274581	lidar	1441,05	-10,6009	10,6823	-10,8753	10,8509	5,18153	0,214317
1477010467250000	-10,5115	10,7754	5,15525	-0,0535221	-0,269244	radar	7949,31	-10,6563	10,8369	-10,6161	10,8609	5,18435	0,187679
1477010467300000	-10,2644	10,7629	5,1445	-0,0665238	-0,269015	lidar	1442,57	-10,4142	10,8747	-10,3569	10,8697	5,18687	0,162776
1477010467350000	-10,0036	10,8562	5,04879	-0,028304	-0,203505	radar	7549,47	-9,90413	11,2255	-10,0976	10,8772	5,1891	0,139618
1477010467400000	-9,7461	10,8686	5,06138	-0,0328964	-0,199263	lidar	1399,67	-9,83445	11,1032	-9,83809	10,8837	5,19106	0,118212
1477010467450000	-9,57775	10,8054	4,92559	-0,0556852	-0,204871	radar	7657,42	-10,195	10,3498	-9,57852	10,8891	5,19278	0,0985664
1477010467500000	-9,31661	10,8149	4,95111	-0,0590646	-0,199626	lidar	1325,93	-9,3066	11,0348	-9,31887	10,8936	5,19428	0,0806865
1477010467550000	-9,10072	10,7695	4,8709	-0,0713722	-0,193726	radar	7211,03	-9,2226	10,3527	-9,05915	10,8972	5,19557	0,0645787
1477010467600000	-8,83445	10,7833	4,90808	-0,0716904	-0,186534	lidar	1271,42	-8,78899	11,0707	-8,79937	10,9001	5,19667	0,050248
1477010467650000	-8,64131	10,6977	4,80503	-0,0963121	-0,192941	radar	7022,02	-8,83914	10,0319	-8,53953	10,9023	5,19759	0,0376992
1477010467700000	-8,42662	10,6616	4,77258	-0,110232	-0,196356	lidar	1195,87	-8,62045	10,6577	-8,27965	10,9039	5,19835	0,0269359
1477010467750000	-8,1505	10,713	4,78934	-0,0885213	-0,162031	radar	6624,18	-7,91543	11,1157	-8,01974	10,905	5,19896	0,0179617
1477010467800000	-7,85524	10,7355	4,86938	-0,0819376	-0,150405	lidar	1129,66	-7,51971	11,0005	-7,75979	10,9057	5,19942	0,0107791
1477010467850000	-7,57164	10,752	4,87942	-0,065859	-0,119185	radar	6290,03	-7,25987	10,6458	-7,49981	10,9061	5,19975	0,00539029
1477010467900000	-7,30629	10,7497	4,91021	-0,0669586	-0,115401	lidar	1070,05	-7,15631	10,815	-7,23983	10,9063	5,19994	0,00179692
1477010467950000	-7,08172	10,8023	4,83553	-0,03717	-0,0688596	radar	6334,74	-7,39396	11,0181	-6,97983	10,9064	5,2	-7,84874e-15
